HRS1,marital,childs,age,educ,sex,born,income,region,partyid,polviews,attend,pray
60,Married,2,52,8 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Republican",Slightly conservative,Several times a year,Several times a week
36,Never married,0,41,12th grade,Female,Yes,"$25,000 or over",Mountain,Not very strong Republican,Slightly conservative,Nearly every week,Several times a day
48,Divorced,0,42,6 years,Male,Yes,"$25,000 or over",Mountain,Strong Republican,Slightly conservative,Every week,Several times a day
40,Married,1,58,12th grade,Male,Yes,"$25,000 or over",Mountain,Not very strong Republican,Slightly conservative,Never,Once a day
40,Married,3,38,10th grade,Female,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)",Slightly liberal,More than once a week,Several times a day
60,Married,2,40,5 years,Female,No,"$25,000 or over",Mountain,"Independent, close to Republican",Slightly conservative,Every week,Several times a day
45,Divorced,2,31,1 year of college,Male,Yes,"$25,000 or over",Mountain,"Other party, refused to say","Moderate, middle of the road",Never,Never
60,Married,6,56,6 years,Female,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)",Slightly conservative,Every week,Several times a day
65,Married,1,34,5 years,Male,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Every week,Several times a day
40,Never married,1,23,2 years,Female,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat","Moderate, middle of the road",Never,Several times a week
55,Married,2,51,8 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Democrat,Slightly conservative,Every week,Once a day
45,Never married,2,53,1 year of college,Female,Yes,"$25,000 or over",Mountain,"Other party, refused to say",Slightly liberal,Once a month,Once a day
45,Never married,0,30,6 years,Female,Yes,"$25,000 or over",Mountain,Strong Republican,Conservative,Every week,Several times a day
40,Married,4,60,12th grade,Female,Yes,"$25,000 or over",Mountain,Not very strong Democrat,"Moderate, middle of the road",Several times a year,Several times a day
37,Never married,0,28,2 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Republican,"Moderate, middle of the road",Several times a year,Several times a week
40,Never married,0,37,12th grade,Male,Yes,"$25,000 or over",Mountain,Not very strong Republican,Slightly conservative,Once a year,Once a day
60,Married,2,25,6 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Republican","Moderate, middle of the road",Never,Never
40,Never married,0,41,6 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Republican,"Moderate, middle of the road",Never,Less than once a week
40,Never married,0,43,6 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Democrat,"Moderate, middle of the road",Every week,Several times a day
45,Never married,0,34,12th grade,Male,Yes,"$20,000 to 24,999",Mountain,Not very strong Republican,"Moderate, middle of the road",Never,Less than once a week
40,Married,0,39,2 years,Male,No,"$25,000 or over",Mountain,Strong Democrat,"Moderate, middle of the road",Never,Several times a day
40,Never married,0,27,6 years,Female,Yes,"$15,000 to 19,999",Mountain,"Independent, close to Republican",Conservative,Every week,Several times a day
40,Divorced,3,34,12th grade,Female,Yes,"$15,000 to 19,999",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Once a year,Once a day
40,Married,1,34,12th grade,Male,No,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Every week,Several times a day
82,Never married,1,38,5 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Democrat,"Moderate, middle of the road",Two to three times a month,Once a day
40,Divorced,0,59,1 year of college,Female,Yes,"$25,000 or over",Mountain,Strong Republican,Extremely conservative,Never,Never
40,Never married,5,32,2 years,Female,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
45,Divorced,3,38,2 years,Male,Yes,"$15,000 to 19,999",West North Central,Strong Democrat,Conservative,Every week,Several times a day
57,Divorced,1,58,12th grade,Female,Yes,"$25,000 or over",West North Central,Strong Democrat,Slightly liberal,Once a year,Several times a day
40,Married,2,53,6 years,Male,Yes,"$25,000 or over",West North Central,Strong Republican,Conservative,Several times a year,Several times a day
40,Married,2,42,1 year of college,Female,Yes,"$25,000 or over",West North Central,Strong Republican,Conservative,Two to three times a month,Once a day
37,Married,6,55,5 years,Male,Yes,"$25,000 or over",West North Central,Strong Republican,Conservative,Once a month,Several times a day
45,Married,3,51,6 years,Male,No,"$25,000 or over",West North Central,Strong Republican,Conservative,Once a year,Less than once a week
35,Married,4,38,6 years,Female,No,"$25,000 or over",West North Central,Strong Democrat,"Moderate, middle of the road",Two to three times a month,Several times a day
45,Married,2,39,12th grade,Male,Yes,"$25,000 or over",East North Central,Not very strong Republican,"Moderate, middle of the road",Never,Never
56,Never married,2,38,6 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Democrat,"Moderate, middle of the road",Never,Several times a week
60,Divorced,1,56,12th grade,Male,Yes,"$25,000 or over",East North Central,Not very strong Democrat,"Moderate, middle of the road",Several times a year,Once a day
45,Never married,0,37,2 years,Male,Yes,"$25,000 or over",Pacific,Not very strong Republican,Liberal,Less than once a year,Less than once a week
45,Married,1,32,6 years,Male,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)",Slightly liberal,Less than once a year,Less than once a week
50,Married,2,53,1 year of college,Male,Yes,"$25,000 or over",Pacific,Not very strong Republican,"Moderate, middle of the road",Once a year,Once a week
40,Married,1,24,12th grade,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,Conservative,Every week,Once a day
40,Never married,1,23,12th grade,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,"Moderate, middle of the road",Never,Never
52,Divorced,3,42,12th grade,Male,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
40,Married,1,31,2 years,Male,No,"$25,000 or over",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Two to three times a month,Once a day
55,Married,0,36,5 years,Female,No,"$25,000 or over",Pacific,"Independent (Neither, No response)",Slightly conservative,Never,Never
89,Divorced,2,41,2 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Republican","Moderate, middle of the road",Never,Never
50,Married,2,40,6 years,Male,Yes,"$25,000 or over",Mountain,Not very strong Democrat,"Moderate, middle of the road",Never,Never
60,Married,3,43,12th grade,Male,No,"$25,000 or over",Mountain,Not very strong Republican,Conservative,Several times a year,Several times a day
32,Divorced,1,59,2 years,Female,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",More than once a week,Several times a day
65,Divorced,2,53,6 years,Male,Yes,"$25,000 or over",Mountain,Strong Democrat,Liberal,Every week,Several times a week
40,Married,1,29,12th grade,Female,Yes,"$25,000 or over",Mountain,Strong Republican,Conservative,Every week,Once a day
40,Never married,0,30,6 years,Male,Yes,"$20,000 to 24,999",Mountain,Strong Democrat,Extremely liberal,Once a year,Never
50,Married,4,40,12th grade,Male,No,"$25,000 or over",Mountain,"Independent (Neither, No response)",Liberal,Several times a year,Once a day
40,Never married,0,29,6 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat","Moderate, middle of the road",Once a year,Less than once a week
40,Never married,0,27,5th grade,Female,Yes,"$20,000 to 24,999",Mountain,"Independent, close to Democrat",Liberal,Never,Never
1,Married,2,64,6 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Republican",Slightly conservative,Once a year,Less than once a week
50,Married,1,49,6 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Republican,Slightly conservative,Several times a year,Once a day
48,Never married,0,42,6 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat","Moderate, middle of the road",Never,Never
40,Married,0,50,12th grade,Female,No,"$25,000 or over",Mountain,"Independent, close to Democrat",Liberal,Never,Several times a day
38,Never married,0,23,6 years,Female,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat",Slightly conservative,Several times a year,Less than once a week
30,Never married,0,49,2 years,Male,Yes,"$25,000 or over",East North Central,Strong Republican,Conservative,Once a year,Once a week
32,Married,2,68,12th grade,Female,Yes,"$25,000 or over",East North Central,"Other party, refused to say",Conservative,Once a year,Once a day
40,Married,4,63,11th grade,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat",Liberal,Never,Several times a day
65,Married,2,55,5 years,Male,Yes,"$25,000 or over",East North Central,Not very strong Republican,Conservative,Several times a year,Several times a day
46,Never married,2,42,1 year of college,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat",Liberal,Once a year,Once a day
60,Never married,0,53,12th grade,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,"Moderate, middle of the road",Once a year,Less than once a week
34,Never married,1,56,5 years,Female,Yes,"$10,000 to 14,999",East North Central,"Independent, close to Republican","Moderate, middle of the road",Never,Once a day
57,Never married,1,35,1 year of college,Male,Yes,"$25,000 or over",East North Central,"Other party, refused to say",Slightly conservative,Never,Never
80,Never married,1,23,1 year of college,Female,Yes,"$25,000 or over",East North Central,Not very strong Democrat,"Moderate, middle of the road",Several times a year,Once a day
46,Never married,0,22,12th grade,Female,Yes,"$15,000 to 19,999",East North Central,Not very strong Republican,"Moderate, middle of the road",Once a year,Once a day
40,Never married,0,29,3 years,Male,Yes,"$25,000 or over",East North Central,Strong Democrat,Slightly liberal,Once a year,Once a day
50,Married,3,56,12th grade,Male,Yes,"$25,000 or over",East North Central,"Independent (Neither, No response)",Slightly conservative,Less than once a year,Less than once a week
43,Never married,1,36,12th grade,Male,Yes,"$20,000 to 24,999",East North Central,Not very strong Democrat,Slightly liberal,Never,Never
44,Divorced,1,53,11th grade,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Republican",Slightly conservative,Never,Once a day
56,Never married,0,44,12th grade,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Republican",Slightly conservative,Never,Never
40,Never married,1,66,8 years,Female,Yes,"$25,000 or over",West North Central,Strong Democrat,"Moderate, middle of the road",Every week,Several times a day
40,Never married,4,40,12th grade,Female,Yes,"$25,000 or over",West North Central,Strong Democrat,"Moderate, middle of the road",Several times a year,Several times a day
40,Married,1,50,1 year of college,Female,Yes,"$25,000 or over",West North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
50,Married,3,50,12th grade,Female,Yes,"$25,000 or over",West North Central,Strong Democrat,"Moderate, middle of the road",Several times a year,Several times a day
48,Never married,1,41,11th grade,Male,Yes,"$25,000 or over",West North Central,Strong Democrat,Slightly liberal,Never,Never
40,Never married,3,39,2 years,Female,Yes,"$20,000 to 24,999",West North Central,"Independent (Neither, No response)",Slightly conservative,Less than once a year,Once a day
42,Divorced,0,55,2 years,Male,Yes,"$25,000 or over",West North Central,"Independent (Neither, No response)",Conservative,Two to three times a month,Several times a day
60,Married,2,47,6 years,Male,No,"$25,000 or over",West North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Less than once a week
70,Married,2,60,8 years,Male,Yes,"$25,000 or over",West North Central,Strong Democrat,Liberal,Nearly every week,Several times a day
40,Married,2,48,6 years,Female,Yes,"$25,000 or over",West North Central,Not very strong Democrat,"Moderate, middle of the road",Once a month,Several times a day
50,Married,2,30,7 years,Female,Yes,"$25,000 or over",West North Central,"Independent, close to Republican",Liberal,Several times a year,Once a day
40,Divorced,2,58,12th grade,Female,Yes,"$25,000 or over",West North Central,"Other party, refused to say",Conservative,More than once a week,Several times a day
50,Married,1,57,1 year of college,Female,Yes,"$20,000 to 24,999",West North Central,Strong Democrat,"Moderate, middle of the road",Once a year,Several times a week
40,Married,1,55,3 years,Female,Yes,"$25,000 or over",West North Central,"Other party, refused to say",Slightly conservative,Less than once a year,Once a day
40,Married,2,54,12th grade,Female,Yes,"$25,000 or over",South Atlantic,Strong Republican,"Moderate, middle of the road",Every week,Several times a day
75,Divorced,4,47,2 years,Female,No,"$25,000 or over",South Atlantic,"Independent, close to Republican","Moderate, middle of the road",Never,Once a day
40,Married,2,62,6 years,Male,No,"$25,000 or over",South Atlantic,Strong Democrat,Liberal,Never,Never
60,Married,2,41,6 years,Female,Yes,"$25,000 or over",South Atlantic,"Independent, close to Republican",Slightly liberal,Once a month,Several times a week
42,Never married,0,44,5 years,Male,No,"$25,000 or over",South Atlantic,"Independent, close to Democrat",Slightly liberal,Every week,Several times a week
40,Widowed,1,57,6 years,Male,Yes,"$25,000 or over",South Atlantic,"Other party, refused to say",Conservative,Every week,Several times a day
50,Widowed,0,60,12th grade,Male,Yes,"$25,000 or over",South Atlantic,"Independent (Neither, No response)","Moderate, middle of the road",Less than once a year,Once a day
40,Married,1,46,2 years,Male,Yes,"$25,000 or over",South Atlantic,Strong Democrat,Slightly conservative,Once a month,Once a day
80,Divorced,3,59,2 years,Female,No,"$10,000 to 14,999",South Atlantic,Strong Democrat,Liberal,More than once a week,Several times a day
80,Married,2,51,1 year of college,Female,No,"$25,000 or over",South Atlantic,Not very strong Democrat,"Moderate, middle of the road",Every week,Several times a day
41,Married,1,25,6 years,Female,Yes,"$20,000 to 24,999",South Atlantic,"Other party, refused to say",Extremely liberal,Once a year,Once a day
40,Divorced,0,25,3 years,Female,No,"$25,000 or over",South Atlantic,Strong Democrat,Extremely liberal,Never,Never
40,Married,4,35,1 year of college,Female,Yes,"$25,000 or over",South Atlantic,"Independent (Neither, No response)",Conservative,Less than once a year,Once a day
40,Separated,1,31,12th grade,Male,Yes,"$25,000 or over",South Atlantic,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
40,Never married,2,59,2 years,Female,Yes,"$25,000 or over",South Atlantic,Strong Democrat,"Moderate, middle of the road",More than once a week,Several times a day
40,Married,2,45,12th grade,Female,No,"$25,000 or over",South Atlantic,"Independent (Neither, No response)","Moderate, middle of the road",Never,Several times a week
40,Separated,2,42,2 years,Female,Yes,"$25,000 or over",South Atlantic,Not very strong Democrat,"Moderate, middle of the road",Nearly every week,Once a week
50,Divorced,3,58,3 years,Female,Yes,"$25,000 or over",South Atlantic,Strong Democrat,"Moderate, middle of the road",Two to three times a month,Several times a day
30,Married,3,36,3 years,Male,No,"$25,000 or over",South Atlantic,"Independent (Neither, No response)","Moderate, middle of the road",Once a year,Less than once a week
89,Married,6,37,12th grade,Male,No,"$25,000 or over",South Atlantic,Strong Republican,Extremely conservative,Less than once a year,Several times a day
44,Divorced,2,33,3 years,Female,Yes,"$25,000 or over",South Atlantic,Not very strong Republican,"Moderate, middle of the road",Several times a year,Several times a day
55,Married,1,30,6 years,Female,Yes,"$25,000 or over",South Atlantic,"Independent, close to Republican","Moderate, middle of the road",Never,Once a week
45,Married,2,50,2 years,Female,Yes,"$25,000 or over",South Atlantic,Strong Republican,Slightly conservative,Once a month,Once a day
55,Married,0,60,6 years,Male,Yes,"$25,000 or over",South Atlantic,Strong Republican,Extremely conservative,Never,Less than once a week
20,Married,4,52,1 year of college,Male,Yes,"$10,000 to 14,999",Pacific,"Independent, close to Republican",Extremely conservative,Never,Never
50,Divorced,3,45,12th grade,Male,Yes,"$25,000 or over",Pacific,Not very strong Republican,Slightly liberal,Once a year,Less than once a week
35,Married,3,32,2 years,Female,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Two to three times a month,Several times a day
35,Never married,0,41,2 years,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Democrat",Liberal,Less than once a year,Never
40,Widowed,0,59,6 years,Female,Yes,"$25,000 or over",Pacific,Strong Democrat,"Moderate, middle of the road",Never,Once a day
40,Married,1,32,2 years,Male,Yes,"$25,000 or over",Pacific,Strong Republican,Slightly conservative,Never,Never
40,Divorced,0,44,6 years,Male,Yes,"$25,000 or over",Pacific,Not very strong Republican,Conservative,Once a year,Several times a week
50,Married,0,27,2 years,Female,Yes,"$25,000 or over",Pacific,"Independent, close to Democrat","Moderate, middle of the road",Never,Never
40,Divorced,0,38,2 years,Male,Yes,"$25,000 or over",Pacific,Strong Republican,Conservative,Nearly every week,Once a day
44,Never married,1,32,6 years,Female,Yes,"$25,000 or over",Pacific,"Independent, close to Democrat",Slightly liberal,Less than once a year,Once a week
40,Never married,0,34,6 years,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,Slightly liberal,Never,Once a week
55,Married,2,47,2 years,Male,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Less than once a year,Less than once a week
60,Never married,0,28,1 year of college,Male,Yes,"$25,000 or over",Middle Atlantic,"Independent (Neither, No response)","Moderate, middle of the road",Several times a year,Several times a week
47,Divorced,2,39,6 years,Female,Yes,"$25,000 or over",Middle Atlantic,"Independent, close to Republican",Slightly conservative,Once a month,Once a day
60,Divorced,3,55,6 years,Female,Yes,"$25,000 or over",Middle Atlantic,Not very strong Republican,Conservative,Nearly every week,Several times a day
40,Never married,0,33,6 years,Female,Yes,"$25,000 or over",Middle Atlantic,Not very strong Republican,"Moderate, middle of the road",Never,Never
40,Married,0,43,2 years,Female,Yes,"$25,000 or over",Middle Atlantic,"Independent, close to Democrat","Moderate, middle of the road",Never,Less than once a week
60,Never married,1,43,6 years,Female,Yes,"$25,000 or over",Middle Atlantic,Strong Democrat,Slightly liberal,Once a month,Once a day
40,Married,4,31,3 years,Female,Yes,"$25,000 or over",Middle Atlantic,Not very strong Democrat,"Moderate, middle of the road",Several times a year,Several times a day
40,Married,2,38,2 years,Male,Yes,"$25,000 or over",Middle Atlantic,Not very strong Democrat,"Moderate, middle of the road",Two to three times a month,Once a day
46,Never married,0,49,1 year of college,Female,Yes,"$25,000 or over",Middle Atlantic,Not very strong Republican,"Moderate, middle of the road",Once a year,Once a day
42,Married,3,50,12th grade,Female,Yes,"$25,000 or over",Middle Atlantic,Not very strong Democrat,Slightly conservative,Once a year,Once a day
50,Married,0,50,6 years,Male,Yes,"$25,000 or over",Middle Atlantic,Strong Republican,Conservative,Once a year,Several times a day
57,Divorced,0,47,7 years,Female,Yes,"$25,000 or over",Middle Atlantic,Not very strong Democrat,Slightly conservative,Never,Once a day
70,Never married,0,28,12th grade,Female,Yes,"$8,000 to 9,999",Middle Atlantic,"Independent, close to Republican","Moderate, middle of the road",Never,Never
40,Separated,3,34,1 year of college,Female,Yes,"$25,000 or over",Middle Atlantic,Not very strong Democrat,"Moderate, middle of the road",Every week,Once a day
36,Married,1,39,6 years,Female,Yes,"$25,000 or over",South Atlantic,"Independent (Neither, No response)",Slightly conservative,Several times a year,Once a day
40,Married,1,56,6 years,Male,Yes,"$25,000 or over",South Atlantic,"Independent, close to Democrat","Moderate, middle of the road",Once a year,Once a day
30,Married,5,48,6 years,Male,Yes,"$25,000 or over",South Atlantic,Strong Republican,Extremely conservative,Every week,Several times a day
55,Separated,1,52,2 years,Male,Yes,"$25,000 or over",South Atlantic,"Independent, close to Republican","Moderate, middle of the road",Never,Once a day
30,Never married,2,27,2 years,Female,Yes,"$25,000 or over",South Atlantic,Strong Democrat,"Moderate, middle of the road",Once a month,Once a day
40,Married,4,42,11th grade,Female,Yes,"$20,000 to 24,999",South Atlantic,Strong Democrat,Slightly conservative,Every week,Several times a day
49,Separated,1,48,10th grade,Male,Yes,"$25,000 or over",South Atlantic,Not very strong Democrat,Slightly liberal,Never,Once a day
40,Divorced,7,53,12th grade,Female,Yes,"$25,000 or over",South Atlantic,Strong Democrat,Slightly liberal,Two to three times a month,Once a day
60,Never married,0,37,6 years,Female,Yes,"$25,000 or over",South Atlantic,Strong Democrat,Liberal,Never,Once a week
50,Never married,2,30,2 years,Female,Yes,"$25,000 or over",South Atlantic,Not very strong Democrat,"Moderate, middle of the road",Never,Less than once a week
40,Divorced,0,49,2 years,Male,Yes,"$25,000 or over",East South Central,Strong Democrat,Liberal,Never,Several times a week
40,Married,2,42,2 years,Female,Yes,"$25,000 or over",East South Central,Strong Republican,Conservative,More than once a week,Once a day
75,Divorced,2,35,2 years,Male,Yes,"$25,000 or over",East South Central,"Independent (Neither, No response)",Conservative,Never,Never
50,Married,4,51,10th grade,Male,Yes,"$15,000 to 19,999",East North Central,"Independent, close to Democrat","Moderate, middle of the road",Nearly every week,Several times a day
40,Never married,1,29,6 years,Male,Yes,"$25,000 or over",East North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
40,Married,1,30,6 years,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat","Moderate, middle of the road",Nearly every week,Several times a day
60,Never married,2,27,10th grade,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Republican","Moderate, middle of the road",Once a year,Never
30,Never married,0,19,11th grade,Female,Yes,"$15,000 to 19,999",East North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Less than once a week
40,Married,0,31,8 years,Female,Yes,"$25,000 or over",East North Central,"Independent, close to Republican","Moderate, middle of the road",Never,Never
40,Never married,3,45,12th grade,Male,Yes,"$8,000 to 9,999",East North Central,Strong Democrat,"Moderate, middle of the road",Once a year,Several times a day
56,Married,2,52,12th grade,Male,Yes,"$25,000 or over",West South Central,Not very strong Democrat,"Moderate, middle of the road",Nearly every week,Once a day
40,Never married,1,25,2 years,Female,Yes,"$20,000 to 24,999",West South Central,"Independent, close to Republican","Moderate, middle of the road",Once a year,Less than once a week
45,Never married,0,25,1 year of college,Female,Yes,"$20,000 to 24,999",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
40,Never married,0,29,6 years,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Slightly conservative,Nearly every week,Several times a day
40,Never married,0,60,3 years,Male,Yes,"$25,000 or over",West South Central,Strong Democrat,Extremely liberal,Less than once a year,Several times a day
37,Divorced,1,56,6 years,Female,Yes,"$15,000 to 19,999",West South Central,"Independent, close to Democrat","Moderate, middle of the road",Several times a year,Once a day
40,Divorced,1,56,2 years,Female,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
40,Divorced,2,33,8th grade,Female,No,"$6,000 to 6,999",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Once a month,Once a day
40,Divorced,0,43,2 years,Male,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
40,Never married,0,32,12th grade,Male,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
40,Divorced,0,36,12th grade,Male,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)",Conservative,Nearly every week,Once a day
50,Widowed,2,63,12th grade,Male,No,"$25,000 or over",West South Central,Strong Democrat,Liberal,Two to three times a month,Several times a day
40,Married,2,64,12th grade,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,Slightly conservative,Once a year,Less than once a week
40,Married,2,43,6 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,Conservative,Once a month,Once a day
60,Divorced,1,50,6 years,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat",Liberal,Never,Never
54,Married,5,44,3 years,Male,Yes,"$25,000 or over",East North Central,Strong Democrat,"Moderate, middle of the road",More than once a week,Several times a day
35,Married,4,62,6 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Democrat,Slightly liberal,Every week,Once a day
40,Divorced,1,60,1 year of college,Male,Yes,"$25,000 or over",East North Central,Strong Democrat,"Moderate, middle of the road",Two to three times a month,Several times a day
35,Married,0,29,8 years,Male,Yes,"$25,000 or over",East North Central,Strong Republican,Extremely conservative,Once a year,Several times a week
40,Separated,6,62,3rd grade,Male,No,"$25,000 or over",East North Central,"Independent (Neither, No response)",Slightly conservative,Nearly every week,Several times a day
38,Divorced,4,43,12th grade,Female,Yes,"$20,000 to 24,999",East North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
7,Never married,0,57,12th grade,Male,Yes,"$25,000 or over",East North Central,Strong Democrat,Extremely liberal,Never,Never
40,Married,4,55,9th grade,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat","Moderate, middle of the road",Less than once a year,Once a day
40,Divorced,3,50,12th grade,Male,Yes,"$25,000 or over",East North Central,Strong Democrat,Slightly liberal,Once a month,Once a day
40,Never married,1,32,1 year of college,Female,Yes,"$25,000 or over",East North Central,Strong Democrat,Liberal,Two to three times a month,Once a day
46,Married,1,53,6 years,Female,No,"$25,000 or over",East North Central,Not very strong Democrat,"Moderate, middle of the road",Two to three times a month,Once a day
40,Divorced,2,53,12th grade,Female,Yes,"$4,000 to 4,999",East North Central,"Independent, close to Democrat",Slightly liberal,Less than once a year,Less than once a week
40,Divorced,2,54,3 years,Female,Yes,"$25,000 or over",East North Central,Strong Democrat,Slightly liberal,Two to three times a month,Once a day
30,Widowed,4,62,10th grade,Female,Yes,"$25,000 or over",East North Central,Not very strong Democrat,"Moderate, middle of the road",Once a year,Several times a day
52,Never married,0,51,2 years,Male,Yes,"$25,000 or over",East North Central,Strong Democrat,Liberal,Once a year,Several times a week
89,Married,3,47,12th grade,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Republican",Slightly conservative,Several times a year,Once a day
45,Divorced,0,37,12th grade,Male,Yes,"$25,000 or over",Mountain,Strong Democrat,"Moderate, middle of the road",Never,Several times a week
55,Never married,0,57,2 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat","Moderate, middle of the road",Less than once a year,Less than once a week
40,Married,2,49,12th grade,Male,No,"$25,000 or over",Mountain,Strong Democrat,Slightly liberal,Never,Never
40,Separated,2,37,12th grade,Female,No,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a week
89,Married,4,40,2 years,Female,No,"$25,000 or over",Mountain,Not very strong Democrat,Liberal,Once a year,Once a week
40,Separated,1,26,12th grade,Female,No,"$20,000 to 24,999",Mountain,"Independent (Neither, No response)",Extremely liberal,Never,Once a day
40,Married,5,75,12th grade,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Republican",Conservative,Once a year,Less than once a week
50,Married,3,52,8 years,Male,Yes,"$25,000 or over",Mountain,Not very strong Republican,"Moderate, middle of the road",Once a month,Once a week
40,Married,0,55,6 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Democrat,"Moderate, middle of the road",Once a year,Several times a day
70,Married,1,43,6 years,Male,Yes,"$25,000 or over",East North Central,Strong Republican,Conservative,Every week,Several times a week
60,Never married,0,53,6 years,Male,Yes,"$25,000 or over",East North Central,Not very strong Republican,Conservative,Nearly every week,Once a day
35,Married,1,34,12th grade,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,"Moderate, middle of the road",Once a year,Never
40,Married,1,36,7 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Democrat,"Moderate, middle of the road",Several times a year,Once a week
40,Never married,0,29,6 years,Male,Yes,"$25,000 or over",East North Central,Not very strong Democrat,Slightly liberal,Less than once a year,Once a day
40,Never married,0,47,6 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Democrat,Liberal,Once a year,Less than once a week
45,Never married,0,26,5 years,Male,No,"$25,000 or over",East North Central,"Independent (Neither, No response)",Liberal,Once a year,Several times a day
45,Married,2,50,2 years,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat","Moderate, middle of the road",Never,Once a day
40,Never married,0,35,2 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,"Moderate, middle of the road",Once a year,Once a week
55,Never married,0,51,6 years,Female,Yes,"$25,000 or over",East North Central,Strong Republican,Conservative,Every week,Several times a week
50,Married,2,40,8 years,Male,Yes,"$25,000 or over",East North Central,Strong Republican,Conservative,Every week,Several times a day
40,Divorced,1,63,6 years,Male,Yes,"$25,000 or over",East North Central,Strong Democrat,Liberal,Never,Less than once a week
50,Married,3,47,6 years,Female,Yes,"$25,000 or over",East North Central,"Independent, close to Republican","Moderate, middle of the road",Never,Once a day
55,Married,2,32,6 years,Male,Yes,"$25,000 or over",East North Central,Not very strong Republican,Slightly conservative,Never,Less than once a week
55,Never married,1,23,12th grade,Male,Yes,"$25,000 or over",Mountain,Not very strong Republican,Extremely liberal,Never,Never
